sequence,song,artist,artist_slug,album,time,notes
1,Maragato,Club Makumba,club-makumba,Sulitânia Beat,05:23,At a breakneck pace
2,BREAK
3,ICNNVR2,Meatbodies,meatbodies,Flora Ocean Tiger Bloom,04:58,Give me more rebreviations
4,Last Night I Went Somewhere to Dream,Ride,ride,Interplay,04:14,Cannot be the stopped
5,Pink Milk,The Vovos,vovos,Lilla Gubben,04:55,Also available in blue
6,Me Gusta,Los Blenders,los-blenders,Playa Privada Ep,03:13,Moving fast
7,BREAK
8,Spirits,Caravan Palace,caravan-palace,Gangbusters Melody Club,03:53,Thrumming on the sidechain
9,Tomboy Femme,Applied Communications,applied-communications,Applied Communications Has a Midlife Crisis,02:57,Fixed up and out
10,Buried (Your life is short),The Bug,bug,Machine V,03:35,The machines would like to have a word
11,Nowhere Else To Go with Moon Hooch,TOO MANY ZOOZ,too-many-zooz,Retail Therapy,04:06,No strings and four double o’s
12,BREAK
13,Verde Mata,Vinicius Cantuaria,vinicius-cantuaria,Psychedelic Rio,02:45,Minimal breezes
14,Morgen,Fred und Luna,fred-und-luna,Im Fünfminutentakt,05:01,U2 at their best
15,Sun Girl,Julia Holter,julia-holter,Something in the Room She Moves,05:53,Drifting in and out
16,Lot Of Nice Things,STRFKR,strfkr,Parallel Realms,04:26,Getting physical
17,BREAK
18,Kasio Montigo,Drool Brothers,drool-brothers,KASIO MONTIGO,04:08,Too much and not enough
19,I and I Survive (Dubmatix Remix),Bad Brains,bad-brains,In Dub – Arranged by Kein Hass Da,05:55,Space dub!
20,Under Mi Sensi,Long Beach Dub Allstars,long-beach-dub-allstars,"",04:21,Wikkyd version
21,"Bye M'Friend, Goodbye",Maserati,maserati,Pyramid of the Sun (Anniversary Edition),06:40,The neverending discoball
22,BREAK
23,They Came Down,Meatbodies,meatbodies,Flora Ocean Tiger Bloom,04:52,"It’s not skipping, you’re skipping"
24,4 Basic Vejebo Groups,Art Phag,art-phag,Art Phag,01:59,Nutrition is important
25,Railroad Tracks Home,The Messthetics & James Brandon Lewis,messthetics-james-brandon-lewis,The Messthetics & James Brandon Lewis,07:15,Straight and parallel
26,BREAK
27,Diamond Jubilee,Cindy Lee,cindy-lee,Diamond Jubilee,05:22,Sprawling out
28,76,Julian Lage,julian-lage,Speak To Me,04:37,At a rigorous clip
29,Red Mullet,Jega,jega,Spectrum,04:54,Uneasy jazz
30,BREAK
31,Tall Grass,The Third Mind,third-mind,The Third Mind 2,08:47,Revisiting the savannah
