sequence,song,artist,artist_slug,album,time,notes
1,San San Rock,Thievery Corporation,thievery-corporation,Treasures From The Temple,4:05,Dub me crazy
2,Petrified,Ruler,ruler,Winning Star Champion,3:21,Wake up and paralyze
3,You Hate The Title,Speedy Ortiz,speedy-ortiz,Twerp Verse,2:13,"Self-referential or self-contradictory, if you like the title"
4,BREAK
5,New Dominions,Johnny Marr,johnny-marr,Call The Comet,4:24,Not what is expected
6,Cling To Me,Postdata,postdata,Let's Be Wilderness,4:02,I'm a sucker for a dropped beat
7,Think I Might Be In Love,Cut Worms,cut-worms,Hollow Ground,4:22,A weird time warp
8,Roses By My Side,Cicada Rhythm,cicada-rhythm,Everywhere I Go,3:02,Rough everlys
9,BREAK
10,Edge Of Town,Middle Kids,middle-kids,Lost Friends,3:45,Indie rock 4ever
11,Bye Bye Crow,The Essex Green,essex-green,Hardly Electronic,2:44,Some country style from this multifaceted band
12,Exclusive Grave,Rolling Blackouts Coastal Fever,rolling-blackouts-coastal-fever,Hope Downs,3:47,The new Stranglers?
13,Dem Don Come Again,Femi Kuti,femi-kuti,One People One World,4:13,Spice up the morning
14,BREAK
15,I'm Fried,Frankie Cosmos,frankie-cosmos,Vessel,1:40,Gentle sizzling
16,Infinite Mile,King Tuff,king-tuff,The Other,3:12,Like something out of Starship Troopers
17,The Things We Do to Each Other,Cowboy Junkies,cowboy-junkies,All That Reckoning,3:57,It’s thrumming
18,Baby's In The Void,Black Moth Super Rainbow,black-moth-super-rainbow,Panic Blooms,3:38,Waves of elation
19,BREAK
20,Bores Me to Tears,Sonny Smith,sonny-smith,Rod for Your Love,3:40,Muy tropical
21,External Actor,Okkervil River,okkervil-river,In The Rainbow Rain,4:08,Don’t lose track
22,Getting Loose,Dick Stusso,dick-stusso,In Heaven,3:13,Very ‘70s loose
23,MDM,Jo Passed,jo-passed,Their Prime,3:13,Makes me woozy
24,BREAK
25,Joe By The Book,Buck Meek,buck-meek,Buck Meek,1:52,Good to have a spare block around
26,"Nameless, Faceless",Courtney Barnett,courtney-barnett,Tell Me How You Really Feel,3:15,Such talent
27,"Listen, Sonny Boy",Rock*a*Teens,rock-a-teens,Sixth House,2:52,Off my lawn!
28,Million Man,The Rubens,rubens,2018-O,3:12,Happy times
29,BREAK
30,Maria También,Khruangbin,khruangbin,Con Todo El Mundo,3:11,Noodle house spy hijinks
31,Over And Over,Wye Oak,wye-oak,"The Louder I Call, The Faster It Runs",2:54,Tumbling and rolling
32,Zugzwang,Yung Heazy,yung-heazy,Whenever You're Around I Hate Everything Less,2:59,Lackadasical like I like it
33,Cicada,La Luz,la-luz,Floating Features,3:12,Urgent urgency
34,BREAK
35,Bike Lane,Stephen Malkmus & The Jicks,stephen-malkmus-jicks,Sparkle Hard,3:35,Two-wheelin’ it
36,The Palace,Father John Misty,father-john-misty,God's Favorite Customer,4:09,The poem zone
37,Not For Me,Forth Wanderers,forth-wanderers,Forth Wanderers,4:32,The new Poster Children
