sequence,song,artist,artist_slug,album,time,notes
1,You'd Be Surprised,White Hassle,white-hassle,Your Language,03:31,Originally from Irving Berlin and Eddie Cantor
2,BREAK
3,Jaan Pehechaan Ho,Olivia Jean,olivia-jean,Night Owl,04:11,Originally from Mohammed Rafi
4,Mexican Radio,Polvo,polvo,Freedom of Choice: Yesterday's New Wave Hits As Performed By Today's Stars,03:23,Originally from Wall of Voodoo
5,Pee Wee's Big Adventure (Breakfast Machine),The Scofflaws,scofflaws,"",02:00,Originally from Danny Elfman
6,BREAK
7,Gimme Some Truth,Cheap Trick,cheap-trick,In Another World,03:27,Originally from John Lennon
8,Impossible Germany,Jen Cloher,jen-cloher,Wilco Covered (Uncut November 2019),04:23,Originally from Wilco
9,Somebody's Gonna Get Their Head Kicked In Tonight,The Rezillos,rezillos,Can't Stand the Rezillos - The (Almost) Complete Rezillos,01:56,Originally from Fleetwood Mac
10,A Little More Love,Juliana Hatfield,juliana-hatfield,Juliana Hatfield Sings Olivia Newton-John,03:39,Originally from Olivia Newton John
11,BREAK
12,I Wanna Be With You,The Sneetches With Shoes,sneetches-with-shoes,"",03:08,Originally from Raspberries
13,Gotta Get Up,Ty Segall,ty-segall,Segall Smeagol,02:31,Originally from Harry Nilsson
14,Tattooed Love Boys,Melvins & Shitkid,melvins-shitkid,Bangers ,03:07,Originally from Pretenders
15,BREAK
16,OD'd in Denver (feat. Matt Sweeney),Bill Callahan & Bonnie 'Prince' Billy,bill-callahan-bonnie-prince-billy,OD'd in Denver,03:30,Originally from Hank Williams Jr.
17,Digga Digga Do,Asylum Street Spankers,asylum-street-spankers,Mercurial,04:10,Originally from the Mills Brothers and many others
18,Love-Lore 5,Deerhoof,deerhoof,Love-Lore,05:12,Originally from the Velvet Underground and Laurie Anderson
19,BREAK
20,Special Designer Song,Wagon Christ,wagon-christ,Recepticon,04:19,Originally from Negativland
