sequence,song,artist,artist_slug,album,time,notes
1,Scarcity Is Manufactured,Deerhoof,deerhoof,"Actually, You Can",02:53,Electric bamba
2,All Night,Low,low,HEY WHAT,05:15,Overwhelmed
3,Get the Letter Out,Enon,enon,,02:56,Backwards calligraphy
4,BREAK
5,Lux,Pom Pom Squad,pom-pom-squad,Death of a Cheerleader,01:40,Harsh blaster
6,At the Lake,Meat Wave,meat-wave,The Incessant,01:14,Jabs of guitar
7,Watercooler,TLO,tlo,,,
8,Now You Know,Blithe,blithe,,03:25,Noted
9,Mind Of Its Own,The Safes,safes,Tasty Waves,01:59,Fun times
10,BREAK
11,Nickelodeon,Marc Ribot's Ceramic Dog,marc-ribot-s-ceramic-dog,Hope,04:58,Is that MC 900 Foot Jesus?
12,Tennessee Waltz,Les Paul & Mary Ford,les-paul-mary-ford,Greatest Hits,03:09,All the way from 1953
13,Darling,Real Estate,real-estate,In Mind,04:21,Looking for the lost beat
14,Educated Fools,Brain Damage Meets Big Youth,brain-damage-meets-big-youth,Beyond The Blue,04:04,Decrease the stupidity
15,BREAK
16,I Made You A Clown,Kid Congo Powers,kid-congo-powers,You Didn't Think We Could Take It  (Subsonics Tribute - Vol 2),02:18,Subsonics glory
17,"K155 M3, U JACK3D UP J3RK",Brainiac,brainiac,Hissing Prigs in Static Couture,03:14,Psychotic Japanese Chichuahua
18,Little Birdy,Ween,ween,Pure Guava,03:31,The seasick sound
19,BREAK
20,Encircle My Love,Jimbo Mathus & Andrew Bird,jimbo-mathus-andrew-bird,These 13,03:42,Together again
21,My Zeppelin,The Jazz Butcher,jazz-butcher,,02:03,Cowboy airship theme
22,Waiting On A Song,Dan Auerbach,dan-auerbach,Waiting On A Song,02:50,Now delivering
23,BREAK
24,A Nanny in Manhattan,Lilys,lilys,Better Can't Make Your Life Better,01:59,Tripping down the tune tunnel…
25,Free from Gravity,Django Django,django-django,Glowing in the Dark,02:54,Join the space congaline
26,Seven Months,Mouse on Mars,mouse-on-mars,AAI,02:31,Fracture and fragment
27,My Favourite Dress (Locked Down and Stripped Back Version),The Wedding Present,wedding-present,Locked Down and Stripped Back,03:37,Nicely done
28,BREAK
29,Butterfly 3000,King Gizzard & The Lizard Wizard,king-gizzard-lizard-wizard,Butterfly 3000,02:51,Fluttering groove
30,Roots Train (previously unreleased dub plate mix),Junior Murvin,junior-murvin,Black Art From The Black Ark,03:58,Very the special
31,La Rana Guillermo,TLO,tlo,,,
32,Behold a Pale Rider,Woody & Jeremy,woody-jeremy,Gravy in My Coffee,04:26,Vaguely apocalyptic
33,BREAK
34,The Prince Is Back,Snapped Ankles,snapped-ankles,Forest Of Your Problems,03:20,Big new prinz
35,Cab It Up!,The Fall,fall,,04:54,Getting across town
36,SWEET75,Sleigh Bells,sleigh-bells,Texis,03:33,Feel the pulse
37,BREAK
38,The Brazilianaire,Cujo,cujo,The Very Best Of Bossa Brava (Disc 1),06:17,Cool down
