sequence,song,artist,artist_slug,album,time,notes
1,Substyle,Dub Syndicate,dub-syndicate,Adrian Sherwood Presents The Master Recordings Vol. 2,5:51,Soul power birdsong
2,BREAK
3,Baby I Love You So,Colourbox,colourbox,,3:18,Goth pop dub
4,Skies Over Cairo (Adrian Sherwood On-U Sound Dub),Django Django,django-django,,3:31,Hypnoscottish
5,Stalker Dub,John Zorn,john-zorn,,3:25,Skulking about
6,BREAK
7,Watching the Detectives,Elvis Costello,elvis-costello,,3:46,Filing her nails while they’re dragging the lake
8,War Ina Babylon,Max Romeo,max-romeo,Tougher Than Tough: The Story Of Jamaican Music,4:04,Standards
9,Blackhole Dub,Painkiller,painkiller,,3:29,Extra dragging
10,BREAK
11,Killer Queen Dub,The Bug,bug,Pressure Versions,3:54,Queens and drones
12,Sci Fi Dub,Phase Selector Sound,phase-selector-sound,,2:32,In space
13,Brooklyn Haze,Dub Gabriel,dub-gabriel,,8:35,The city never sleeps
14,BREAK
15,Iko Iko (Dub),Noema,noema,,5:07,Set your flag on fire
16,Lincoln Highway Dub,Sublime,sublime,,2:21,Somewhat recognizable
17,BREAK
18,Sadagora Hot Dub,Amsterdam Klezmer Band,amsterdam-klezmer-band,,5:12,Not your papa’s dub
19,Towers of Dub,Dylan Group,dylan-group,,6:41,In the hall of prisms
20,BREAK
21,Dub Experience,St. Germain,st-germain,,4:29,Like the real thing
22,Under Me Sleng Teng,Wayne Smith,wayne-smith,Tougher Than Tough: The Story Of Jamaican Music,4:07,More standards
23,Breaking Shells,Youth + Hollie Cook,youth-hollie-cook,Acid Punk Dub Apocalypse,4:55,Great team-up
24,BREAK
25,Easter Song (North Star Dub),A Man Called Adam,a-man-called-adam,Cafe del Mar 40th Anniversary,5:16,Upbeat
26,Greenheart Dub,Mad Professor,mad-professor,Ariwa 2019 Riddim & Dub Series,4:51,A sunny disposition
27,Reign Dub - Dual Tone,Thievery Corporation,thievery-corporation,,4:13,On the down low
28,BREAK
29,We Love To Dub,Arling + Cameron,arling-cameron,All-In,6:19,Filters and bubbles
30,Enter The Heretic,Badawi,badawi,,4:03,Hindi style
31,BREAK
32,Yoruba,Nano Banton,nano-banton,Inna De Bedroom,2:35,Shattered
33,Lockdown 10,Jah Wobble,jah-wobble,End of Lockdown Dub,4:11,Made it
34,BREAK
35,Oslo Calling,Dub Narcotic,dub-narcotic,,4:03,That Calvin Johnson
36,Psychosamba (Bonus Track For Japan),Asian Dub Foundation,asian-dub-foundation,,4:43,Exotic seasonings
37,Drive By Dub,Dub Trio,dub-trio,,4:12,Did you get the plate?
38,BREAK
39,Black Vest (Dubstrumental Mix),"Lee ""Scratch"" Perry",lee-scratch-perry,Super Ape Returns To Conquer,5:12,The master himself
40,Bucovina (OMFO Dub),Shantel,shantel,,4:43,Balkan vibes
41,BREAK
42,Ring the Alarm,Tenor Saw,tenor-saw,Tougher Than Tough: The Story Of Jamaican Music,3:14,Another sound is dying
43,Fuck Dub / Haaksman Version,Tosca,tosca,The G-Stone Book,5:25,Gets to the point
44,Dub Lion (Remake),DJ Food,dj-food,,5:22,King of the jungle
45,BREAK
46,Other Side Of The Sun,Otaku,otaku,,10:26,An epic journey
