sequence,song,artist,artist_slug,album,time,notes
1,Zugzwang,Yung Heazy,yung-heazy,Whenever You're Around I Hate Everything Less,2:59,Shout out to Pizza T
2,Ill Wind,Five Alarm Funk,five-alarm-funk,Sweat,5:58,Island funk for the Fishbone fans
3,Regional Heats,The Capes,capes,Taste EP,3:34,Power pop powering away
4,BREAK
5,"Tonight, I Walk On The Water",Spider Bags,spider-bags,Someday Everything Will Be Fine,1:23,We all have to do it sometime
6,Sun Gone Down,House of Freaks,house-of-freaks,Tantilla,3:07,MTV electric moment
7,Letter To The Editor (feat. Racquel Jones),Thievery Corporation,thievery-corporation,Treasures From The Temple,3:30,Dear Florida Today
8,Butterfly Prowler,Clark,clark,Death Peak,4:27,Universal perpetual motion
9,BREAK
10,August 10,Khruangbin,khruangbin,Con Todo El Mundo,4:25,Not that long ago
11,Next Level,Red Baraat,red-baraat,Sound the People,4:13,So frantic!
12,Million Man,The Rubens,rubens,Lo La Ru,3:12,Insanely catchy
13,BREAK
14,Survive,Dr. Dog,dr-dog,Abandoned Mansion,4:04,Rolling road tune
15,Permanent Hole,Black Moth Super Rainbow,black-moth-super-rainbow,Panic Blooms,3:20,The buzz of being half-awake
16,"Mellow, Pt. 1",Mellow,mellow,Another Mellow Winter,3:48,Check out the CQ soundtrack
17,Barnes,Pinback,pinback,Autumn of the Seraphs,4:17,Unmistakable bass warble
18,BREAK
19,Bristol Sky,The Essex Green,essex-green,Hardly Electronic,4:40,A wonderful return
20,Los Angeles,The Pack A.D.,pack-a-d,Positive Thinking,3:12,Definitely a Los Angeles song
21,A Minute,Brisa Roché,brisa-roche,Invisible 1,2:49,Warm voice
22,BREAK
23,J-TREE,Gang Gang Dance,gang-gang-dance,Kazuashita,5:51,All worlds involved
24,Same Sun Same Moon,Little Hurricane,little-hurricane,Same Sun Same Moon,3:23,Double trouble
25,The Crazed Ones,Coastwest Unrest,coastwest-unrest,The Crazed Ones,2:47,Everyone needs them
26,Tobacco's But an Indian Weed,Brian Dewan,brian-dewan,,3:05,Think on this
27,BREAK
28,I Know I'm The Asshole,Thin Lips,thin-lips,Chosen Family,2:53,"Unmentionable title, great song"
29,Louise,Michigan Jake,michigan-jake,Can't Stop Singing,2:52,Barbershop time
30,The Return Pt. 1,Bênní,benni,The Return,5:03,The new Tangerine Dream
31,BREAK
32,Go Tell Everybody,Rock*a*Teens,rock-a-teens,Sixth House,3:59,Terrifyingly good
33,When the Moon Shines,Chandler Travis Philharmonic,chandler-travis-philharmonic,Waving Kissyhead Vol. 2 & 1,3:38,Time for a mellow saunter
34,Let's Start A War,Grimskunk,grimskunk,Unreason In The Age Of Madness,4:12,Not quite Fear
35,Bell House,Shy Boys,shy-boys,Bell House,3:45,Somewhat understated
36,BREAK
37,Enemy Destruct,Thee Oh Sees,thee-oh-sees,Help,3:20,Still going strong
38,Big Bad Bill,Sourdough Slim,sourdough-slim,,2:32,Cowboy stories
39,Girl You're Out Of Time,The Creation Factory,creation-factory,The Creation Factory,3:42,What year is this?
40,BREAK
41,2nd Time,Faith Healer,faith-healer,Try ;-),2:35,Unrelated to Th' Faith Healers
42,Yellow,Petra Haden and Bill Frisell,petra-haden-bill-frisell,Petra Haden and Bill Frisell,4:40,An improvement
43,An Air Conditioned Man,Rolling Blackouts Coastal Fever,rolling-blackouts-coastal-fever,Hope Downs,4:52,For the summer
44,Woo Hoo,The 5.6.7.8's,5-6-7-8-s,Bomb The Twist,2:02,In all its lo-fi glory
45,BREAK
46,Bettie Page,Mika Bomb,mika-bomb,,1:50,It's cool
47,Cannonball!,Buck Meek,buck-meek,Buck Meek,2:48,Loving the missing beats
48,What Ever Happened To Billy Boy?,The Purrs,purrs,Destroy The Sun,5:34,So very Supergrass
49,BREAK
50,Modern,Magnifico,magnifico,Komplet,3:15,One suave Slovenian
51,Open,Chris Knox ,chris-knox,Songs of You and Me,3:35,New Zealand genius
52,Peacebone,Animal Collective,animal-collective,Strawberry Jam,5:15,Running down the stairs
53,BREAK
54,Glory Box,Syren,syren,Love A 1000 Faces,6:06,For fans of Portishead
