sequence,song,artist,artist_slug,album,time,notes
1,All By Yourself,Cullen Omori,cullen-omori,The Diet,2:35,A slow start
2,All Join In,Temples,temples,Volcano,4:03,Join the galloping
3,I Guess We're Done,The Wrens,wrens,Abbott 1135,4:03,"Fifteen years, please be done soon"
4,The Pilot,Clap Your Hands Say Yeah,clap-your-hands-say-yeah,The Tourist,3:12,Somewhat subdued
5,BREAK
6,Fine Slime,White Denim,white-denim,Performance,4:45,Hot hot stuff
7,Young & Brave,The Smoking Flowers,smoking-flowers,Let's Die Together,3:29,Classic '70s Duet
8,Time Of The Season,The Zombies,zombies,Odessey And Oracle: 50th Anniversary Edition,3:36,Look up the true story of the fake Zombies
9,BREAK
10,Exclusive Grave,Rolling Blackouts Coastal Fever,rolling-blackouts-coastal-fever,Hope Downs,3:47,Canadian lackadaisical
11,"More Madness, Please",Coastwest Unrest,coastwest-unrest,The Crazed Ones,3:13,Somewhat dark
12,Black Is Blue,Margaret Glaspy,margaret-glaspy,Emotions and Math,2:27,Such delivery
13,Don't Wanna Talk,Brendan Benson,brendan-benson,"My Old, Familiar Friend",3:49,"Like from Glasgow, but from Detroit"
14,BREAK
15,Tain't What You Do (It's The Way That Cha Do It),Fun Boy Three With Bananarama,fun-boy-three-with-bananarama,Fun Boy Three,2:51,I could hear this all day
16,Closest To Heaven,Rock*a*Teens,rock-a-teens,Sixth House,4:43,The new sound of old Atlanta
17,Things about Which,Popcanon,popcanon,D'art,3:25,Gainesville spazzcore
18,Bridge & Tunnel,The Fever,fever,The Fever,3:01,Clearly from 2000s NYC
19,BREAK
20,We Are All So Young,The Donkeys,donkeys,Sun Damaged Youth,3:09,Skewed pop is my favorite
21,Zombie Part 2,Nile Rogers And Roy Hargrove And Money Mark,nile-rogers-roy-hargrove-money-mark,Red Hot + Riot,4:27,Afroheat
22,The Things We Do to Each Other,Cowboy Junkies,cowboy-junkies,All That Reckoning,3:57,Low drones on the bases zones
23,BREAK
24,Never Ever,The Solace Bros.,solace-bros,Bad Will,3:28,Can’t fight this feeling
25,Lemonade,Rubblebucket,rubblebucket,Sun Machine,4:05,What is going on here?
26,What Do I Get?,The Buzzcocks,buzzcocks,Operators Manual,2:54,For Robin in Atlanta
27,In My Life,Jake Shimabukuro,jake-shimabukuro,My Life,3:29,A transcendent song
28,BREAK
29,Same Mistake,Grimskunk,grimskunk,Unreason In The Age Of Madness,3:45,Killer groove
30,What If I Saw You On The Street,Thin Lips,thin-lips,Chosen Family,1:54,Fast and to the point
31,I Should Not Have To Ask,The Witnesses,witnesses,Tunnel Vision,3:45,Sounding somewhat Narduwar
32,BREAK
33,Cuz You're My Girl,Yung Heazy,yung-heazy,Whenever You're Around I Hate Everything Less,4:07,Such a decadent vibe
34,Late To The Flight,LUMP,lump,LUMP [EP],5:36,Like Lisa Germano
35,Bezel Shrink,Rollercoasterwater,rollercoasterwater,Degauss,5:10,A bit o’noiz
36,Go,Dusminguet,dusminguet,Go>,3:11,Drop that beat!
37,BREAK
38,Justin,Les Wampas,les-wampas,Evangélisti,2:02,More frantic French stuff
39,Two Fat Feet,The Fiery Furnaces,fiery-furnaces,Gallowsbird's Bark,4:05,A sound of a circle
40,Can't Stand You,Ron Gallo,ron-gallo,Heavy Meta,3:47,The new hard rock
41,BREAK
42,Something Better,Pietasters,pietasters,Oolooloo,3:34,For Julio
43,"Nameless, Faceless",Courtney Barnett,courtney-barnett,Tell Me How You Really Feel,3:15,Don't be lulled into security
44,Honey Dub,Phase Selector Sound,phase-selector-sound,Disassemble Dub,2:52,It's dub time
45,Maria También,Khruangbin,khruangbin,Con Todo El Mundo,3:11,Whisper surf
46,BREAK
47,Two Beats Off,Fugazi,fugazi,Repeater & 3 Songs,3:28,Try not to fall behind
48,Hit Me With Your Rhythm Stick,Ian Dury & The Blockheads,ian-dury-blockheads,Million Sellers,3:45,Nonstop bass
49,Dancing With Myself,Nouvelle Vague,nouvelle-vague,Bande a Part,3:09,Not completed!
50,BREAK
51,Cubicle,Rinôçerôse,rinocerose,Schizophonia,4:21,Stay in your cubicle
52,The Other,King Tuff,king-tuff,The Other,6:09,A gentle reminder
53,Cling To Me,Postdata,postdata,Let's Be Wilderness,4:02,Meandering melodic
54,BREAK
55,Smokebomb,Ursula 1000,ursula-1000,Kinda Kinky,5:04,Blasting off
